title,company,url,text
UX Designer (Contract),Punchh,https://ca.indeed.com/rc/clk?jk=3df750b81f403c50&fccid=e1b2607798446d2b&vjs=3,"Work closely with the Manager of UX to identify design problems and devise elegant solutions   Independently design and maintain wireframes, mockups, UI prototypes, and specifications   Transition and transfer another designer's initial idea/designs and expand on them   Rapidly test and iterate your designs   Work with the Technical Writer both before and after production to document and communicate designs   Follow up with Engineering to review the implementation of designs and assist in QA   Bachelor's degree in a related field   Strong information architecture knowledge   2+ years experience as a UX Designer or equivalent   Experience in designing enterprise SaaS web applications   Passionate about resolving user pain points through incredible, beautiful, intuitive designs   Experience with standard UX software such as Sketch, InVision, Balsamiq, Figma, etc.   A portfolio of design work with case studies demonstrating your process   Excellent written and verbal communication skills   Positive attitude   Fluent in English   Possess working knowledge of loyalty programs, CRM, and/or email marketing campaigns   Have a Master's Degree in a related field"
UX/UI Designer,Book4time,https://ca.indeed.com/rc/clk?jk=2e37a70b489b56d3&fccid=b36670abb034522a&vjs=3,"Understanding complex product specifications and user psychology   Conducting concept and usability testing and gathering feedback   Creating personas through user research and data, defining the right interaction model and evaluating its success   Developing wireframes and prototypes around customer needs   Finding creative ways to solve UX problems (e.g. usability, findability)   Working with UI designers to implement attractive and effective designs   Collaborating and communicating design ideas and prototypes internally within the cross-functional team of engineers, product managers, customer success managers and other designers, as well as externally to customers and key stakeholders   Keeping abreast of competitor products and industry trends   Designing consistent and seamless user experiences across all our products and user touch-points regardless of device   Championing and bringing forward new concepts, industry best-practices and opportunities to improve our platform and products   6+ years of experience in a similar role designing and optimizing user experiences, ideally for a web and mobile B2B business software   A strong portfolio of UX and UI design projects   Strong knowledge of design tools and software UX design methodologies   An independent worker and a problem-solving aptitude   Great communication and presentation skills. Ability to communicate design processes, ideas, and solutions to teams clearly and effectively as well as working independently with customers and real users   Ability to help and coach teammates, share knowledge and experiences with them, and learn from them   Expertise with your tools of trade, such as Adobe Illustrator, Photoshop, InDesign, Sketch, Balsamiq or similar ones   Bachelor’s Degree in Computer Design, Development, Engineering or a related field   Working knowledge of HTML, CSS and JavaScript is an asset   Opportunity to learn and grow with an amazing team   100% employer-paid benefit premiums   Health & Wellness Program and gym membership   RRSP match plan   18 days of paid time off   Free underground parking   Monthly catered lunches & daily snacks   Team building and social events   Casual work environment"
Senior UX/UI Product Designer,Akira Health,https://ca.indeed.com/company/Akira-Health/jobs/Senior-Ux-Ui-Product-Designer-bc6926de3a69fd20?fccid=50ffb60b14f6e70e&vjs=3,"Work collaboratively across the company to create a product design process that balances speed of execution with thoughtful, intuitive design   You will be working with engineers, company leadership, and other designers to iteratively improve the product and add new features   Get out into the field to interview users, customers, and partners to better understand their needs and inform the future direction of the product   Produce design assets as needed to advance the product - whether directly or in collaboration with internal or external UI designers   Minimum 7 years of experience as a UI/UX Designer   Experience working on both mobile and web products   Experience working on daily-use products that are used by experts, but still   Strong portfolio of prior work   Degree in Industrial Design or similar (preferred)   Prior experience in healthcare (preferred but not required)   UI/UX: 7 years (Required)   Toronto, ON (Required)   English (Required)"
UX/UI Designer,God’s Plan Ltd.,https://ca.indeed.com/company/Align-Wellness/jobs/Ux-Ui-Designer-fd15a9456f33190d?fccid=7c3d64cf9a30a3fa&vjs=3,"Contributing to developing efficient creative & development processes   From concept to final polish, you will be creating high quality art and, at times, branding components   Acting as a resource and consultant to all teams, reporting to the Director of Product   Meeting with clients to understand, refine and reach their user goals   Conducting research for all projects, especially for RFPs   Developing interaction models and information architecture strategies and tactics.   Producing paper (get sketchy and crafty!) or digital prototypes with wireframes or schematics   4+ years experience in mobile & web design;   Post secondary degree in Graphic Design or related field   Experience with After Effects, JIRA, coding, and Agile development processes are pluses   A strong portfolio demonstrating clear understanding of interaction design principles and process, with examples of work prepared on a commercial or volunteer basis (including some process work, i.e. wireframes and mockups)   Sketch proficiency is a huge asset   Technical background of both the Mac and PC worlds"
UX Designer,Ubisoft Toronto Inc.,https://ca.indeed.com/company/Ubisoft/jobs/Ux-Designer-500485acfe5f74d5?fccid=237908de095b6446&vjs=3,"Gathering requirements from Game Design and transforming them into usable UI elements and interaction paradigms   Creating user interface design specifications, wire frame layouts, pre-visualisations, storyboard, userflows,   Creating and validating of personas and design prototypes   Design logic, layout and flow the game’s user interfaces including HUD, menus, and lobby based on information architecture and accessibility principles   Ensure that signs and feedback clearly communicate the game information based on best practices in accessibility   Create functional prototypes for rapid iteration on key elements   Follow-up on the final implementation of all features to ensure the proper execution of the user experience and design   Implement an optimal interface layout plan   Ensure that the interface arrangement accounts for localization constraints   Account for user feedback and the efficient use of user research services to optimize the game experience   3+ years of practical UX/UI design experience   Experience in games preferred   Solid knowledge of interaction and design, and User Centered Design principles   Programming/web knowledge (to deliver interactive prototypes) preferred   Knowledge of usability testing preferred   Ability to deliver prototypes and designs for complex interactions   Strong ability to collaborate and communicate with a variety of stakeholders   Proactive, innovative and autonomous   Able to prioritize well and work quickly   Collaborative with excellent communication skills   High standards for quality   Passionate about UX and UCD   Motivated with a desire to drive change   Thrives under pressure   Knowledge of the video game industry   Competitive Salary: $56,000 - $100,000   Comprehensive Benefits Package:    Disability Insurance   Dental Insurance   Extended medical insurance   (Optional) RRSP contribution   Bonus (If Applicable)"
UI/UX Designer,Checkout 51,https://ca.indeed.com/rc/clk?jk=3a5070c67b3b4364&fccid=e07ca85a69b898d7&vjs=3,"Having your finger on the pulse of our members, brand partners, and internal needs.    Translate concepts into user flows, wireframes, mockups and prototypes that lead to intuitive user experiences.   Facilitate the client’s product vision by researching, conceiving, sketching, prototyping and user-testing experiences for digital products.   Design and deliver wireframes, user stories, user journeys, and mockups optimized for a wide range of devices and interfaces.   Identify design problems and devise elegant solutions.   Make strategic design and user-experience decisions related to core, and new, functions and features.   Take a user-centred design approach and rapidly test and iterate your designs.   Helping define the user model and UI for our new and existing iOS and Android apps.   Working with the design and product teams to develop high level and/or detailed storyboards, mockups, and prototypes to effectively communicate interaction and design ideas.   Collaborate with other team members and stakeholders.   Ask smart questions, take risks and champion new ideas.   Experienced in mobile application design (iOS and/or Android)    Able to coordinate multiple projects at a time and meet established deadlines   A team player: able to work with the lead designer, development and product teams   Able to clearly and effectively communicate design processes, ideas, and solutions to teams and stakeholders   Always actively seeking to understand business requirements to develop solutions   Cool under pressure, stays positive. Proactive and can adjust to multiple demands in a fast-paced environment   Someone who understands how to apply brand objectives and able to ensure all work reflects this   Enthusiastic, confident, precise, versatile, and humble with a can-do attitude   An exceptional portfolio demonstrating your experience in mobile and web application design (preferably showcasing either iOS or Android experience)   Organizational skills, including clear external and internal team file management   A clear understanding of the importance of user-centered design and design thinking   A solid grasp of user-centered design (UCD), planning and conducting user research, user testing, A/B testing, rapid prototyping, heuristic analysis, usability and accessibility concerns   Ability to iterate designs and solutions efficiently and intelligently   Ability to clearly express yourself both in person and on paper (or a dry erase board if that’s your thing)   Familiarity with front-end web technologies (HTML, CSS, Javascript): some coding experience would be a big plus   Strong understanding of best practices for designing and optimizing assets for web and native mobile applications   A passion for understanding the users needs and becoming an advocate for them along the product experience   Be passionate about resolving user pain points through great design.   Be open to receiving constructive feedback   Be passionate about all things UX and other areas of design and innovation. Research and showcase knowledge in the industry’s latest trends and technologies   A willingness to learn from the experience of others   resume   cover letter   PDF or link to your portfolio"
Associate UI/UX Designer,Konrad Group,https://ca.indeed.com/rc/clk?jk=78a4589f1bad54e5&fccid=0d0aa2b77d8a011b&vjs=3," Work with design leads to create compelling interactive experiences    Perform user research and develop information architecture, user goals, journey maps, and design wireframes and visual interfaces    Collaborate with developers to ensure pixel perfect execution across all project deliverables    Work with strategy consultants to gain insights into clients' business and project objectives    Learn the end-to-end process of project delivery and the associated design tools involved    Firm grasp of design fundamentals demonstrated by a strong portfolio of digital projects    Meticulous attention to detail and a keen eye for typography and visual hierarchy    Clear and effective communication skills in articulating design concepts and rationales    Proficient in Sketch and Adobe Creative Suite, and an eagerness to learn new tools    Positive attitude with a desire to grow within a collaborative, inspiring teamwork environment    Flexible Vacation Policy    Health & Wellness Programs    Culture of Learning & Development    Fully-Stocked Kitchens & Lounges    New Shiny Device Upgrades    Monthly Socials & Team Outings"
"UX/UI Designer - Coop (Toronto, ON)",IBM,https://ca.indeed.com/rc/clk?jk=c21ca63886a5025c&fccid=de71a49b535e21cb&vjs=3,"Brainstorm and collaborate with some of IBM’s brightest minds comprising of designers, developers and product managers    Demonstrate a clear pride of ownership by communicating design strategies to assist with product development and goals Iterate quickly and actively participate in an agile development process within the team to incorporate new concepts and test designs    Create wireframe and interaction prototypes using hi and low fidelity design tools    Understand how to focus on a job, yet still remember to have fun   Co-op or internship program enrollment is mandatory    Knowledge and experience with interactive design domain Demonstrated abilities in a number of UX wireframe and prototyping design tools such as (but not limited to) InVision, Sketch, Axure, and Adobe Creative Suite    Exceptional verbal, visual and written communication skills to articulate UX logic and reasoning across disciplines Ability to collaborate with a team of designers and work well with cross- functional teams    Must be highly motivated and enjoy working in a fluid and agile environment with fast approaching release dates Portfolio (School OK) with work samples and stories   Familiarity with the interactive design process    Experience with research methodologies, creating personas, user scenario flows, usability testing, task analysis and information architecture    Appreciation of the user’s experience when interacting with software Ability to collaborate within a multi-disciplinary team"
Product UI/UX Designer,Dealer-FX,https://ca.indeed.com/rc/clk?jk=1dfbd1bd79d362b5&fccid=cca568c5153b2eba&vjs=3,"Gathering and evaluating user requirements, in collaboration with product managers and engineers    Illustrating design ideas using storyboards, process flows and sitemaps    Planning and conducting user research and competitor analysis    Determining information architecture and create sitemaps    Creating prototypes and wireframes    Conduct usability testing    Designing graphic user interface elements, like menus, tabs and widgets    Presenting and review designs with developers, product managers, and key stakeholders.    Advocating for good user experience and design practices within the organization.   Proven work experience as a UI/UX Designer or similar role for Enterprise SaaS applications    Portfolio of design projects    Knowledge of wireframe tools (e.g. Wireframe.cc and InVision)    Up-to-date knowledge of design software like Adobe Illustrator and Photoshop    Team spirit; strong communication skills to collaborate with various stakeholders    Good time-management skills    BSc in Design, Computer Science or relevant field      No unsolicited agency referrals    Dealer-FX is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, disability or any other characteristic protected by law. Accommodation is available upon request for applicants with disabilities."
UI/UX Visual Designer,MediaTown Marketing,https://ca.indeed.com/rc/clk?jk=7fb71b73d475aeba&fccid=0c11b35d5148cca7&vjs=3,"3 Month Contract Position. Employment will be evaluated & converted into a permanent full-time position.    Website/User Interface design    Website support – Slider/hero images, call-out images, landing page designs within existing template frameworks, etc.    Email graphics: header graphics, call-out images, footer graphics    Social media graphics: Facebook page designs (hero, tabs etc), images for content/blog posts, Google+ destination graphics, YouTube Channel custom designs, LinkedIn update images, Instagram contests, Pinterest, etc.    Display advertising (animated and static)    Infographics to support customer case studies and white papers    Print design: copy updates, image updates, etc. flyers and handouts: concept, design & execute a series of flyers, handouts, postcards and other printed materials    Extensive knowledge of Adobe Creative Suite and must be fluent in Photoshop, Adobe XD, InDesign, &(or) Illustrator (Or equivalent). –Please send portfolio.    Experience working in the online industry with a proven understanding of web technologies, browser compatibilities and limitations, content and process management, and site implementation.    Exceptional attention to detail    Must possess excellent written and verbal communications skills and be effective working independently    Knowledge of HTML (basic understanding)    Proven analytical skills and strategic thinking. Demonstrated ability to develop creative/non-traditional solutions    Degree, Diploma or equivalent work experience    Agency experience    Knowledge of digital marketing principals    Knowledge of PHP, HTML, CSS, +    Advanced level knowledge of social media platforms (Facebook, Twitter, Pinterest, Google+, Instagram, Yo, etc.)    Strong consideration is given to candidates with experience in motion graphics    A love for Jeeps    Flexible location.    Flexible hours.    Unlimited vacation.    Unlimited growth potential.    Partnership opportunities.    +++"
